Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1
10000000000.0,1.0,1.0,1.0,20000.0,5.0,480.0,0.030322137301915523,1,1.7504781217248035
,,,,,,,0.002351996141164206,2,1.7002806451960135
,,,,,,,0.27031598815692026,3,1.6560414312600589
,,,,,,,479.69568,4,1.6121162843899062
,,,,,,,0.0013298784,5,1.5840781718027659
,,,,,,,,6,1.549791738340134
,,,,,,,,7,1.5030362648180762
,,,,,,,,8,1.422055763527842
,,,,,,,,9,1.3893064272467566
,,,,,,,,10,1.375986152351731
,,,,,,,,11,1.353412953354121
,,,,,,,,12,1.2947909451620285
,,,,,,,,13,1.2625317320468576
,,,,,,,,14,1.2330689829802814
,,,,,,,,15,1.2140250281196023
,,,,,,,,16,1.1892517059715928
,,,,,,,,17,1.1788499062737332
,,,,,,,,18,1.156502916966578
,,,,,,,,19,1.1399821457784556
,,,,,,,,20,1.1303688348403076
,,,,,,,,21,1.1138105198443353
,,,,,,,,22,1.098847126796916
,,,,,,,,23,1.0982593200923931
,,,,,,,,24,1.0840577746161353
,,,,,,,,25,1.0691442730072789
,,,,,,,,26,1.083890755853751
,,,,,,,,27,1.0919326876107718
,,,,,,,,28,1.0810932637993917
,,,,,,,,29,1.0841445820684266
,,,,,,,,30,1.0790018305846594
,,,,,,,,31,1.0699746551585931
,,,,,,,,32,1.0728615948458728
,,,,,,,,33,1.0682122305056994
,,,,,,,,34,1.0539014460743321
,,,,,,,,35,1.0580564624125555
,,,,,,,,36,1.0721753818605126
,,,,,,,,37,1.0665431264098224
,,,,,,,,38,1.0578652582663035
,,,,,,,,39,1.055956070188971
,,,,,,,,40,1.062485835674039
,,,,,,,,41,1.0667260798019906
,,,,,,,,42,1.0598403018261797
,,,,,,,,43,1.0507560646884633
,,,,,,,,44,0.0
,,,,,,,,45,0.0
,,,,,,,,46,0.0
,,,,,,,,47,0.0
,,,,,,,,48,0.0
,,,,,,,,49,0.0
,,,,,,,,50,0.0
,,,,,,,,51,0.0
,,,,,,,,52,0.0
,,,,,,,,53,0.0
,,,,,,,,54,0.0
,,,,,,,,55,0.0
,,,,,,,,56,0.0
,,,,,,,,57,0.0
,,,,,,,,58,0.0
,,,,,,,,59,0.0
,,,,,,,,60,0.0
,,,,,,,,61,0.0
,,,,,,,,62,0.0
,,,,,,,,63,0.0
,,,,,,,,64,0.0
,,,,,,,,65,0.0
,,,,,,,,66,0.0
